query,link,score_description,score,,In Search API?,query translated,Page title,Page title translated by Google Translate,Page views (7 days)
,/tablau-cyfraddau-treth-cerbyd/cyfraddau-am-geir-a-gofrestrwyd-ar-neu-ar-ol-1-mawrth-2001,,,,no,,Ceir a gofrestrwyd rhwng 1 Mawrth 2001 a 31 Mawrth 2017,Cars registered between 1 March 2001 and 31 March 2017,
,/dod-ddirprwy/pan-gewch-eich-penodi,,,,no,,Pan gewch eich penodi,When you are appointed,
,/tribiwnlys-treth/trosolwg,,,,no,,Trosolwg,overview,
,/rhoi-gwybod-i-cthem-newid-manylion/newid-enw-neu-gyfeiriad,,,,no,,Newid enw neu gyfeiriad,Change of name or address,
,/treth-incwm/gwirio-eich-bod-yn-talur-swm-cywir,,,,no,,Gwirio eich bod yn talu'r swm cywir,Checking you pay the right amount,
,/dyddiadau-taliadau-budd-dal-plant/pan-fyddwch-yn-cael-eich-talu,,,,no,,Pan fyddwch yn cael eich talu,When you get paid,
,/cynllun-gostyngiad-cartrefi-cynnes/trosolwg,,,,no,,Trosolwg,overview,
,/taliad-annibyniaeth-personol-pip/os-ywch-cais-taliad-annibyniaeth-personol-yn-cael-ei-adolygu,,,,no,,Os yw’ch cais Taliad Annibyniaeth Personol yn cael ei adolygu,If your personal independence payment application is reviewed,
,/gordaliadau-a-thandaliadau-treth/eich-cyfrifiad-treth,,,,no,,Os nad ydych wedi talu’r swm cywir o dreth,If you have not paid the right amount of tax,
,/talu-cosb-am-gyflwyno-n-hwyr-ar-gyfer-cynllun-y-diwydiant-adeiladu-cis/gwirio-bod-eich-taliad-wedi-dod-i-law,,,,no,,Gwirio bod eich taliad wedi dod i law,Checking your payment has been received,
,/deall-eich-bil-treth-hunanasesiad/trosolwg,,,,no,,Trosolwg,overview,
,/talu-yswiriant-gwladol-dosbarth-3-gwirfoddol/debyd-uniongyrchol,,,,no,,Debyd Uniongyrchol,Direct Debit,
,/cael-gwybodaeth-am-eiddo-a-thir/chwilior-map-mynegai,,,,no,,Chwilio’r map mynegai,Search the index map,
,/lwfans-gofalwr/gwneud-cais,,,,no,,Gwneud cais,Apply,
,/grant-mamolaeth-cychwyn-cadarn/trosolwg,,,,no,,Trosolwg,overview,
,/help-ariannol-budd-daliadau/ar-incwm-isel,,,,no,,Ar incwm isel,On a low income,
,/done/cofrestru-ol-gerbyd-i-gymryd-dramor,,,,no,,Rhowch adborth ar Cofrestru eich ôl-gerbyd i’w gymryd dramor,Give feedback on registering your trailer to take abroad,
,/anawsterau-talu-cthem,,,,no,,Os na allwch dalu’ch bil treth mewn pryd,If you can't pay your tax bill on time,
,/sut-mae-taw-yn-gweithio,,,,no,,Sut mae TAW yn gweithio,How VAT works,
,/budd-daliadau-os-ydych-yn-derfynol-wael,,,,no,,Cael budd-daliadau os ydych yn nesáu at ddiwedd oes,Get benefits if you are approaching the end of life,
,/cyfrifwch-eich-ardrethibusnes,,,,yes,#VALUE!,Amcangyfrif eich trethi busnes,Estimate your business rates,
,/gwneud-cais-am-gredyd-cynhwysol,,,,no,,Gwneud cais am Gredyd Cynhwysol,Apply for Universal Credit,
,/defnyddio-atwrneiaeth-arhosol,,,,no,,Defnyddio atwrneiaeth arhosol,Using a lasting power of attorney,
,/gyrru-bws-mini,,,,no,,Gyrru bws mini,Driving a minibus,
,/lwfans-byw-ir-anabl-i-blant/cymhwyster,,,,no,,Cymhwyster,Qualification,
,/yswiriant-gwladol/cymorth-nad-ydych-gweithio,,,,no,,Cymorth os nad ydych yn gweithio,Help if you don't work,
,/dod-ddirprwy/cyfrifoldebau,,,,no,,Cyfrifoldebau,Responsibilities,
,/budd-dal-tai/cymhwyster,,,,no,,Cymhwyster,Qualification,
,/budd-dal-anabledd-anafiadau-diwydiannol/beth-fyddwch-chin-ei-gael,,,,no,,Beth fyddwch chi'n ei gael,What will you get,
,/talu-cosb-twe/cymeradwyo-taliad-gan-ddefnyddioch-cyfrif-banc-arlein,,,,no,,Cymeradwyo taliad gan ddefnyddio’ch cyfrif banc ar-lein,Approve payment using your online bank account,
,/cyflogwyr-tal-absenoldeb-rhieni-profedigaeth/cyfnod-rhybudd,,,,no,,Cyfnod rhybudd,A warning period,
,/taliad-cymorth-profedigaeth/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/dod-ddirprwy/gwneud-cais-i-fod-yn-ddirprwy-lles-personol,,,,no,,Gwneud cais i fod yn ddirprwy lles personol,Apply to be a Personal Deputy,
,/credyd-cynhwysol/eich-ymrwymiad-hawlydd,,,,no,,Eich ymrwymiad hawlydd,Your claimant's commitment,
,/cyflogwyr-tal-absenoldeb-tadolaeth/ffurflen-gwrthod-tl-spp1,,,,no,,Ffurflen gwrthod tâl SPP1,SPP1 Pay Refusal Form,
,/taliad-annibyniaeth-personol-pip/gwneud-cais-am-pip-os-ydych-yn-derfynol-wael,,,,no,,Gwneud cais am PIP os gallai fod gennych 12 mis neu'n llai i fyw,Apply for PIP if you could have 12 months or less to live,
,/cronfeydd-ymddiriedolaeth-plant/pan-fydd-eich-plentyn-yn-troin-18,,,,no,,Pan fydd eich plentyn yn troi’n 18,When your child turns 18,
,/taliadau-mesothelioma-ymledol/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/cronfeydd-ymddiriedolaeth-plant/cyfrifon-ar-gyfer-plant-mewn-gofal,,,,no,,Cyfrifon ar gyfer plant mewn gofal,Accounts for children in care,
,/debyd-uniongyrchol-treth-cerbyd/adnewyddu,,,,no,,Adnewyddu eich treth cerbyd,Refresh your vehicle tax,
,/tal-salwch-statudol-arweiniad-i-gyflogwyr/trosolwg,,,,no,,Trosolwg,overview,
,/ailystyriaeth-orfodol/os-ydych-chin-anghytuno-r-canlyniad,,,,no,,Os ydych chi'n anghytuno â'r canlyniad,If you disagree with the result,
,/sut-i-ddatrys-anghydfod-rhwng-cymdogion/gweithredu-trwyr-llysoedd,,,,no,,Gweithredu trwy’r llysoedd,Act through the courts,
,/taliad-annibyniaeth-personol-pip/cymhwyster,,,,no,,Cymhwyster,Qualification,
,/cytundeb-setliad-twe/dyddiadau-cau-a-thaliad,,,,no,,Dyddiadau cau a thaliad,Deadlines and payment,
,/talu-toll-peiriannau-hapchwarae/cymeradwyo-taliad-gan-ddefnyddioch-cyfrif-banc-ar-lein,,,,no,,Cymeradwyo taliad gan ddefnyddio’ch cyfrif banc ar-lein,Approve payment using your online bank account,
,/talu-treth-gorfforaeth/debyd-uniongyrchol,,,,no,,Debyd Uniongyrchol,Direct Debit,
,/lwfans-gweini/trosolwg,,,,no,,Trosolwg,overview,
,/rhywun-yn-mynd-a-chi-i-dribiwnlys-cyflogaeth/deddfwriaeth,,,,no,,Deddfwriaeth,Legislation,
,/cyflwyno-hawliad-i-dribiwnlys-cyflogaeth/ar-ol-ichi-wneud-hawliad,,,,no,,Ar ôl ichi wneud hawliad,After you make a claim,
,/help-ariannol-budd-daliadau/iawndal-lluoedd-arfog,,,,no,,Iawndal lluoedd arfog,Armed Forces Compensation,
,/treuliau-a-buddiannau-ar-gyfer-cyflogwyr/cadw-cofnodion,,,,no,,Cadw cofnodion,Keep a record,
,/pensiwn-y-wladwriaeth-newydd/cymhwyster,,,,no,,Cymhwyster,Qualification,
,/treuliau-a-buddiannau-ar-gyfer-cyflogwyr/trosolwg,,,,no,,Trosolwg,overview,
,/diweddaru-cofnodion-eiddo-pan-fydd-rhywun-yn-marw/diweddaru-cofnodion-eiddo-pan-fydd-rhywun-yn-marw,,,,no,,Diweddaru cofnodion eiddo pan fydd rhywun yn marw,Update property records when someone dies,
,/gwneud-penderfyniadau-dros-rywun/pryd-y-gallwch-wneud-penderfyniadau-dros-rywun,,,,no,,Pryd y gallwch wneud penderfyniadau dros rywun,When can you make decisions for someone,
,/tal-absenoldeb-mabwysiadu/trosolwg,,,,no,,Trosolwg,overview,
,/elusennau-a-threth/talu-treth,,,,no,,Talu treth,Pay tax,
,/done/gwneud-hos,,,,no,,Rhowch adborth ar Cofrestrwch eich cerbyd fel un oddi ar y ffordd (HOS),Give feedback on registering your vehicle as off -road (HOS),
,/ffeilio-newidiadau-i-gwmni-gyda-tyr-cwmniau,,,,no,,Dweud wrth Dŷ’r Cwmnïau am newidiadau i’ch cwmni cyfyngedig,Tell Companies House about changes to your limited company,
,/aros-yn-eiddo-eich-partner-pan-fyddwch-yn-ysgaru-neun-gwahanu,,,,no,,Aros yn eiddo eich partner pan fyddwch yn ysgaru neu’n gwahanu,Remain in your partner's property when you divorce or separate,
,/cthem-ddim-wedi-gweithredu,,,,no,,Os nad yw CThEM wedi gweithredu ar yr wybodaeth a roddwyd iddo,If HMRC has not acted on the information given to him,
,/gweld-atwrneiaeth-arhosol,,,,no,,Gweld atwrneiaeth arhosol,See a lasting power of attorney,
,/newid-llun-trwydded-yrru,,,,no,,Newid y ffotograff ar eich trwydded yrru,Change the photograph on your driving license,
,/yswiriant-gwladol/yr-hyn-y-mae-yswiriant-gwladol-ar-ei-gyfer,,,,no,,Yr hyn y mae Yswiriant Gwladol ar ei gyfer,What a national insurance is for,
,/gwasanaeth-cynhaliaeth-plant/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/cronfeydd-ymddiriedolaeth-plant/os-oes-salwch-angheuol-ar-eich-plentyn-neu-os-bydd-yn-marw,,,,no,,Os oes salwch angheuol ar eich plentyn neu os bydd yn marw,If your child has a fatal illness or will die,
,/ffurflenni-taw/dyddiadau-cau,,,,no,,Dyddiadau cau,Deadlines,
,/taliad-tanwydd-gaeaf/pryd-fyddwch-chin-cael-eich-talu,,,,no,,Pryd fyddwch chi'n cael eich talu,When will you get paid,
,/cynllun-gostyngiad-cartrefi-cynnes/os-ydych-ar-incwm-isel,,,,no,,Os ydych ar incwm isel,If you are on a low income,
,/cyflogwyr-tal-absenoldeb-tadolaeth/cymhwystra,,,,no,,Cymhwystra,Eligibility,
,/talu-yswiriant-gwladol-dosbarth-1a/gwneud-trosglwyddiad-banc-ar-lein-neu-dros-y-ffon,,,,no,,Gwneud trosglwyddiad banc ar-lein neu dros y ffôn,Make a bank transfer online or by phone,
,/dod-a-phartneriaeth-sifil-i-ben/gwirio-a-allwch-ddod-ch-partneriaeth-sifil-i-ben,,,,no,,Gwirio a allwch ddod â’ch partneriaeth sifil i ben,Check if you can end your civil partnership,
,/taluch-bil-treth-hunanasesiad/trosolwg,,,,no,,Trosolwg,overview,
,/anawsterau-talu-cthem/talu-fesul-rhandaliad,,,,no,,Trefnu cynllun talu,Arranging Payment Plan,
,/atwrneiaeth/trosolwg,,,,no,,Trosolwg,overview,
,/tal-absenoldeb-rhieni-profedigaeth/cansloch-absenoldeb-neuch-tal,,,,no,,Canslo’ch absenoldeb neu’ch tâl,Cancel your leave or pay,
,/gwasanaeth-cynhaliaeth-plant/gwneud-a-derbyn-taliadau,,,,no,,Gwneud a derbyn taliadau,Make and receive payments,
,/ymddiriedolaethau-trethi/ymddiriedolaethau-ar-gyfer-pobl-syn-agored-i-niwed,,,,no,,Ymddiriedolaethau ar gyfer pobl sy’n agored i niwed,Trusts for vulnerable people,
,/help-gyda-symud-o-fudd-daliadau-i-waith/cymorth-pan-fyddwch-yn-dechrau-gweithio,,,,no,,Cymorth pan fyddwch yn dechrau gweithio,Support when you start work,
,/ar-ol-marwolaeth/cymorth-a-chefnogaeth-profedigaeth,,,,no,,Cymorth a Chefnogaeth Profedigaeth,Bereavement Help and Support,
,/credyd-cynhwysol/beth-fyddwch-yn-ei-gael,,,,no,,Beth fyddwch yn ei gael,What will you get,
,/cael-gwybodaeth-am-eiddo-a-thir/chwilior-gofrestr,,,,no,,Chwilio’r gofrestr,Search the register,
,/newid-dosbarth-treth-cerbyd/cyfrifo-cyfradd-dreth-newydd,,,,no,,Cyfrifo'r gyfradd dreth newydd,Calculating the new tax rate,
,/terfynau-eich-eiddo/trosolwg,,,,no,,Trosolwg,overview,
,/talu-treth-etifeddiant/cael-cyfeirnod,,,,no,,Cael cyfeirnod talu,Get Pay Reference,
,/treuliau-a-buddiannau-ar-gyfer-cyflogwyr/eithriadau-a-goddefebau,,,,no,,Eithriadau a goddefebau,Exceptions and tolerances,
,/cytundeb-setliad-twe/newid-neu-ganslo-cytundeb-setliad-twe,,,,no,,Newid neu ganslo Cytundeb Setliad TWE,Change or cancel the TWE settlement agreement,
,/lwfans-mamolaeth/trosolwg,,,,no,,Trosolwg,overview,
,/cyfrif-cynilo-unigol/os-byddwch-yn-symud-dramor,,,,no,,Os byddwch yn symud dramor,If you move abroad,
,/help-ariannol-budd-daliadau/cerbydau-a-thrafnidiaeth,,,,no,,Cerbydau a thrafnidiaeth,Vehicles and transportation,
,/ffurflenni-taw/llenwich-ffurflen-taw,,,,no,,Llenwi’ch Ffurflen TAW,Fill in your VAT form,
,/codau-treth/sut-i-ddiweddaru-eich-cod-treth,,,,no,,Sut i ddiweddaru’ch cod treth,How to update your tax code,
,/cydberchnogaeth/newid-o-denantiaid-cydradd-i-gyddenantiaid,,,,no,,Newid o denantiaid cydradd i gyd-denantiaid,Change from equal tenants to fellow tenants,
,/grant-mamolaeth-cychwyn-cadarn/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/terfynau-eich-eiddo/cywiro-camgymeriad-terfyn-ar-gynllun-teitl,,,,no,,Cywiro camgymeriad terfyn ar gynllun teitl,Correcting a limit on a title plan,
,/apelio-penderfyniad-budd-dal/beth-syn-digwydd-yn-y-gwrandawiad,,,,no,,Beth sy'n digwydd yn y gwrandawiad,What happens at the hearing,
,/ysgariad/beth-fydd-yn-digwydd-ar-l-ichi-wneud-cais,,,,no,,Beth fydd yn digwydd ar ôl ichi wneud cais,What will happen after you apply,
,/codau-treth/trosolwg,,,,no,,Trosolwg,overview,
,/taliad-tanwydd-gaeaf/os-ydych-yn-byw-dramor,,,,no,,Os ydych yn byw dramor,If you live abroad,
,/tal-salwch-statudol/cymhwystra,,,,no,,Cymhwystra,Eligibility,
,/talu-treth-twe/-rhoi-gwybod-i-cthef-nad-oes-taliad-yn-ddyledus,,,,no,,Rhoi gwybod i CThEF nad oes taliad yn ddyledus,Inform Cthef that no payment is due,
,/talu-treth-etifeddiant/drwyr-post,,,,no,,Talu â siec drwy’r post,Pay by Postal Check,
,/talu-treth-twe/-cherdyn-debyd-neu-gerdyn-credyd-corfforaethol-arlein,,,,no,,Â cherdyn debyd neu gerdyn credyd corfforaethol ar-lein,Have a debit card or corporate credit card online,
,/cap-ar-fudd-daliadau/budddaliadau-a-effeithir-gan-y-cap,,,,no,,Budd-daliadau a effeithir gan y cap,Benefits affected by the cap,
,/help-gyda-chostau-gofal-plant/cymorth-wrth-astudio,,,,no,,Help gyda gofal plant wrth i chi astudio,Help with childcare as you study,
,/atwrneiaeth-arhosol/trosolwg,,,,no,,Trosolwg,overview,
,/credyd-cynhwysol/cymhwyster,,,,no,,Cymhwyster,Qualification,
,/cyflwyno-hawliad-i-dribiwnlys-cyflogaeth/os-byddwch-yn-ennill-eich-achos,,,,no,,Os byddwch yn ennill eich achos,If you win your case,
,/help-ariannol-budd-daliadau/disgownt-trwydded-deledu,,,,no,,Disgownt trwydded deledu,TV License Discount,
,/talu-treth-gorfforaeth/rhoi-gwybod-i-cthem-nad-oes-taliad-yn-ddyledus,,,,no,,Rhoi gwybod i CThEM nad oes taliad yn ddyledus,Notify HMRC that no payment is due,
,/cymorth-ar-gyfer-llog-morgais/cymhwysedd,,,,no,,Cymhwysedd,Competence,
,/anfon-ffurflen-taw/beth-i-w-gynnwys-mewn-ffurflen-taw,,,,no,,Beth i’w gynnwys yn eich Ffurflen TAW,What to include in your VAT form,
,/cydberchnogaeth,,,,no,,Cydberchnogaeth,Co -ownership,
,/cyfrif-cynilo-unigol,,,,no,,Cyfrifon Cynilo Unigol (ISAs),Individual Savings Accounts (ISAs),
,/ad-dalu-gordaliadau-budd-dal-plant,,,,no,,Ad-dalu gordaliadau Budd-dal Plant,Refund Child Benefit Overpayments,
mor,/adnewyddu-cais-credydau-treth,2 good,2,,yes,sea,Sut i adnewyddu credydau treth,How to renew tax credits,
gordaliadau a thandaliadau treth,/adnewyddu-cais-credydau-treth,2 good,2,,yes,overpayments and tax underpayments,,,
sut i adnewyddu credydau treth,/adnewyddu-cais-credydau-treth,3 perfect,3,,yes,How to renew tax credits,,,
credydau treth,/adnewyddu-cais-credydau-treth,2 good,2,,yes,tax credits,,,
rheoli eich credydau treth,/adnewyddu-cais-credydau-treth,2 good,2,,yes,Manage your tax credits,,,
treth,/adnewyddu-cais-credydau-treth,1 okay,1,,yes,tax,,,
,/absenoldeb-a-thal-ar-y-cyd-i-rieni-canllaw-i-gyflogwyr,,,,no,,Absenoldeb a Thâl ar y Cyd i Rieni: arweiniad i gyflogwyr,Absence and Joint Payment for Parents: Guidance for Employers,
,/gwrthwynebu-cofrestru-atwrneiaeth-arhosol,,,,no,,Gwrthwynebu cofrestru atwrneiaeth arhosol,Object to registration of lasting power of attorney,
,/newid-enw-v5cw,,,,no,,Newid eich enw ar eich llyfr log cerbyd (V5CW),Change your name on your Vehicle Log Book (V5CW),
,/cofrestru-ol-gerbyd-i-gymryd-dramor,,,,no,,Cofrestru eich ôl-gerbyd i’w gymryd dramor,Register your trailer to take abroad,
,/cerbyd-anadferadwy,,,,no,,Rhoi gwybod i DVLA bod eich cerbyd yn anadferadwy,Inform DVLA that your vehicle is irreversible,
,/tal-ac-absenoldeb-mabwysiadu-statudol-arweiniad-i-gyflogwyr,,,,no,,Tâl ac Absenoldeb Mabwysiadu Statudol: arweiniad i gyflogwyr,Statutory Adoption Pay and Absence: Employer Guidance,
,/ad-dalu-eich-benthyciad-myfyrwyr/pan-gaiff-eich-benthyciad-myfyrwyr-ei-ddileu-neu-ganslo,,,,no,,Pan gaiff eich benthyciad myfyrwyr ei ddileu neu ganslo,When your student loan is deleted or canceled,
,/lwfansau-cyfalaf/sut-i-hawlio,,,,no,,Sut i hawlio,How to claim,
,/cerbydau-sydd-wediu-sgrapio-au-diddymu/sut-i-sgrapio-cerbyd,,,,no,,Sut i sgrapio eich cerbyd,How to scrap your vehicle,
,/ad-dalu-eich-benthyciad-myfyrwyr/pryd-y-byddwch-yn-dechrau-ac-yn-gorffen-addalu,,,,no,,Pryd y byddwch yn dechrau ad-dalu,When you will start refunding,
,/dod-a-nwyddau-i-mewn-ir-du-at-ddefnydd-personol/cyrraedd-gogledd-iwerddon,,,,no,,Cyrraedd Gogledd Iwerddon,Reached Northern Ireland,
,/cronfeydd-ymddiriedolaeth-plant/talu-arian-i-mewn-ir-cyfrif,,,,no,,Talu arian i mewn i'r cyfrif,Pay money into the account,
,/pensiwn-sylfaenol-y-wladwriaeth/faint-fyddwch-yn-ei-gael,,,,no,,Faint fyddwch yn ei gael,How much will you get,
,/taliad-tywydd-oer/beth-fyddwch-yn-ei-gael,,,,no,,Beth fyddwch yn ei gael,What will you get,
,/atwrneiaeth/ardystio-copi-o-atwrneiaeth-arhosol,,,,no,,Ardystio copi o atwrneiaeth arhosol,Certification of Copy of Lasting Power of Attorney,
,/talu-toll-peiriannau-hapchwarae/gwirio-bod-taliad-wedi-dod-i-law,,,,no,,Gwirio bod eich taliad wedi dod i law,Checking your payment has been received,
,/treth-gwerthu-eiddo/gwerthu-eiddo-tramor,,,,no,,Gwerthu eiddo tramor,Selling foreign properties,
,/lwfans-cyflogaeth-a-chymorth/cymhwyster,,,,no,,Cymhwyster,Qualification,
,/cadw-cofnodion-taw/trosolwg,,,,no,,Trosolwg,overview,
,/lwfans-cyflogaeth-a-chymorth/beth-fyddwch-yn-ei-gael,,,,no,,Beth fyddwch yn ei gael,What will you get,
,/talu-toll-peiriannau-hapchwarae/rhoi-gwybod-i-CThEM-nad-oes-toll-yn-ddyledus,,,,no,,Rhoi gwybod i CThEM nad oes toll yn ddyledus,Inform HMRC that no toll is due,
,/anghytuno-phenderfyniad-treth/apelio-yn-erbyn-cosb,,,,no,,Apelio yn erbyn cosb,Appealing against punishment,
,/credyd-cynhwysol/sut-rydych-yn-cael-eich-talu,,,,no,,Sut rydych yn cael eich talu,How you get paid,
,/help-gyda-symud-o-fudd-daliadau-i-waith/profiad-gwaith-a-gwirfoddoli,,,,no,,Profiad gwaith a gwirfoddoli,Work experience and volunteering,
,/taliad-annibyniaeth-personol-pip/beth-fyddwch-yn-ei-gael,,,,no,,Beth fyddwch yn ei gael,What will you get,
,/ymddiriedolaethau-trethi/cofrestru-ymddiriedolaeth,,,,no,,Pryd y mae’n rhaid i chi gofrestru ymddiriedolaeth,When you have to register a trust,
,/lwfans-mamolaeth/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/gwneud-cais-am-brofiant/os-oes-ewyllys,,,,no,,Os oes ewyllys,If there is a will,
,/benthyciadau-trefnu/gwneud-cais,,,,no,,Gwneud cais,Apply,
,/benthyciadau-trefnu/talur-benthyciad-yn-ol,,,,no,,Talu’r benthyciad yn ôl,Pay back the loan,
,/cofrestru-tir-neu-eiddo-gyda-chofrestrfa-tir-em/diweddaru-neu-gywiror-gofrestr,,,,no,,Diweddaru neu gywiro’r gofrestr,Update or correct the register,
,/credyd-gofalwyr/trosolwg,,,,no,,Trosolwg,overview,
,/codau-treth-cyflogai/diweddaru-ar-gyfer-y-flwyddyn-dreth-newydd,,,,no,,Diweddaru ar gyfer y flwyddyn dreth newydd,Update for the new tax year,
,/atwrneiaeth-arhosol/Defnyddio-eich-atwrneiaeth-arhosol,,,,no,,Defnyddio eich atwrneiaeth arhosol,Use your lasting power of attorney,
,/ffurflenni-treth-hunanasesiad/ffurflenni-treth-ar-gyfer-rhywun-sydd-wedi-marw,,,,no,,Ffurflenni Treth ar gyfer rhywun sydd wedi marw,Tax returns for someone who has died,
,/premiymau-anabledd-cymhorthdal-incwm/trosolwg,,,,no,,Trosolwg,overview,
,/pensiwn-ychwanegol-y-wladwriaeth/cymhwysedd,,,,no,,Cymhwysedd,Competence,
,/rhywun-yn-mynd-a-chi-i-dribiwnlys-cyflogaeth/yn-y-gwrandawiad,,,,no,,Yn y gwrandawiad,At the hearing,
,/sut-i-bleidleisio/pleidleisio-drwy-ddirprwy,,,,no,,Pleidleisio drwy ddirprwy,Voted by proxy,
,/talu-cosb-twe,,,,no,,Talu cosb am dalu neu gyflwyno TWE yn hwyr,Punishment punishment for paying or submitting late twe,
,/cronfeydd-ymddiriedolaeth-plant,,,,no,,Cronfa Ymddiriedolaeth Plant,Child Trust Fund,
,/gwirio-asesiad-syml,,,,no,,Gwirio’ch bil treth Asesiad Syml,Checking your simple assessment tax bill,
,/cap-ar-fudd-daliadau,,,,no,,Cap ar fudd-daliadau,Cap on benefits,
,/taliad-ymlaen-llaw-o-fudd-dal-yn-y-tymor-byr,,,,no,,Cael taliad ymlaen llaw o’ch taliad budd-dal cyntaf,Get advance payment from your first benefit payment,
,/gwneud-cais-am-eich-pensiwn-y-wladwriaeth-ar-lein,,,,no,,Gwneud cais am eich Pensiwn y Wladwriaeth ar-lein,Apply for your State Pension Online,
,/atwrneiaeth-arhosol,,,,no,,Atwrneiaeth arhosol: gweithredu fel atwrnai,Lasting Power of Attorney: act as an attorney,
,/gwneud-cais-ymlaen-llaw-am-dreth-cerbyd,,,,no,,Gwneud cais ymlaen llaw am dreth cerbyd,Apply in advance for vehicle tax,
,/tribiwnlys-treth,,,,no,,Apelio i'r tribiwnlys treth,Appeal to the tax tribunal,
,/ad-daliadau-taw,,,,no,,Ad-daliadau TAW,VAT refunds,
,/talu-cosb-am-gyflwyno-n-hwyr-ar-gyfer-cynllun-y-diwydiant-adeiladu-cis/yn-eich-banc-neuch-cymdeithas-adeiladu,,,,no,,Yn eich banc neu’ch cymdeithas adeiladu,In your bank or building society,
,/ar-ol-marwolaeth/dywedwch-wrthym-unwaith,,,,no,,Dywedwch Wrthym Unwaith,Tell us once,
,/gordaliadau-a-thandaliadau-treth/os-oes-addaliad-yn-ddyledus-i-chi,,,,no,,Os bydd eich llythyr cyfrifiad treth (P800) yn dweud bod ad-daliad yn ddyledus i chi,If your tax census letter (P800) says a refund is owed to you,
,/lwfans-gweini/cymhwyster,,,,no,,Cymhwyster,Qualification,
,/cyfrif-cynilo-unigol/tynnuch-arian-allan,,,,no,,Tynnu’ch arian allan,Pull out your money,
,/newid-cyfeiriad-trwydded-yrru/wneud-cais-drwyr-post,,,,no,,Gwneud cais drwy’r post,Apply by post,
,/credyd-cynhwysol/cysylltu-credyd-cynhwysol,,,,no,,Cysylltu â Chredyd Cynhwysol,Connecting with Universal Credit,
,/cysylltu-canolfan-byd-gwaith/sut-i-gysylltu-r-ganolfan-byd-gwaith,,,,no,,Sut i gysylltu â'r Ganolfan Byd Gwaith,How to contact Jobcentre Plus,
,/rhyddhadau-treth-incwm/taliadau-cynhaliaeth-rhyddhad-treth,,,,no,,Taliadau cynhaliaeth: rhyddhad treth,Maintenance Payments: Tax Relief,
,/bonws-nadolig/beth-fyddwch-yn-ei-gael,,,,no,,Beth fyddwch yn ei gael,What will you get,
,/helpu-rhywun-gydai-gais-am-fudd-dal/trosolwg,,,,no,,Trosolwg,overview,
,/tal-absenoldeb-tadolaeth/sut-i-hawlio,,,,no,,Sut i hawlio,How to claim,
,/cael-help-cthem-cymorth-ychwanegol/os-oes-angen-rhywun-arnoch-i-siarad-cthem-ar-eich-rhan,,,,no,,Os oes angen rhywun arnoch i siarad â CThEF ar eich rhan,If you need someone to talk to cthef for you,
,/cymorth-i-recriwtwyr-gan-y-ganolfan-byd-gwaith/cyngor-a-chymorth-gyda-recriwtio,,,,no,,Cyngor a chymorth gyda recriwtio,Advice and assistance with recruitment,
,/premiymau-anabledd-cymhorthdal-incwm/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/lwfans-mamolaeth/rhoi-gwybod-am-newid-mewn-amgylchiadau,,,,no,,Rhoi gwybod am newid mewn amgylchiadau,Report a change in circumstances,
,/cael-gwybodaeth-am-eiddo-a-thir/chwilio-am-brisiau-eiddo,,,,no,,Chwilio am brisiau eiddo,Looking for property prices,
,/sut-i-ddatrys-anghydfod-rhwng-cymdogion/perthi-uchel-coed-a-therfynau,,,,no,,"Perthi uchel, coed a therfynau","High hedges, trees and borders",
,/ysgariad/os-nad-oes-gan-eich-gr-neuch-gwraig-alluedd-meddyliol,,,,no,,Os nad oes gan eich gŵr neu’ch gwraig alluedd meddyliol,If your husband or wife does not have mental capacity,
,/credyd-gofalwyr/beth-fyddwch-yn-ei-gael,,,,no,,Beth fyddwch yn ei gael,What will you get,
,/pensiwn-y-wladwriaeth-newydd/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/talu-taw/gwneud-trosglwyddiad-banc-arlein-neu-dros-y-ffn,,,,no,,Gwneud trosglwyddiad banc ar-lein neu dros y ffôn,Make a bank transfer online or by phone,
,/budd-dal-plant-plentyn-byw-gyda-rhywun-arall/penodedigion,,,,no,,Penodedigion,Appointed,
,/cael-rhif-eori/rhif-eori-trosolwg,,,,no,,Pwy sydd angen rhif EORI,Who needs an eori number,
,/sut-i-ddatrys-anghydfod-rhwng-cymdogion/cysylltu-landlord-eich-cymydog,,,,no,,Cysylltu â landlord eich cymydog,Contact your neighbor's landlord,
,/cyflogwyr-tal-absenoldeb-mamolaeth/cadw-cofnodion,,,,no,,Cadw cofnodion,Keep a record,
,/taliad-tywydd-oer/trosolwg,,,,no,,Trosolwg,overview,
,/atwrneiaeth-arhosol/atwrneiod-ar-gyfer-eiddo-a-materion-ariannol,,,,no,,Atwrneiod ar gyfer eiddo a materion ariannol,Attorneys for property and financial affairs,
,/cyflogwyr-tal-absenoldeb-rhieni-profedigaeth/cymhwystra,,,,no,,Cymhwystra,Eligibility,
