query,link,score
sharecode,/employee-immigration-employment-status,1
driving licence,/renew-driving-licence,2
driving licence,/browse/driving/driving-licences,2
driving licence,/view-driving-licence,2
driving licence,/check-driving-information,2
driving licence,/change-address-driving-licence,2
driving licence,/apply-first-provisional-driving-licence,2
driving licence,/apply-online-to-replace-a-driving-licence,2
driving licence,/track-your-driving-licence-application,2
driving licence,/apply-for-your-full-driving-licence,1
driving licence,/renew-driving-licence-at-70,1
driving licence,/change-name-driving-licence,1
driving licence,/exchange-paper-driving-licence,1
driving licence,/driving-licence-codes,1
driving licence,/exchange-nongb-driving-licence,1
driving licence,/driving-licence-categories,1
driving licence,/reapply-driving-licence-medical-condition,1
driving licence,/book-driving-test,1
driving licence,/reapply-licence-revoked,1
driving licence,/renew-photo-driving-licence,1
driving licence,/driving-medical-conditions,1
driving licence,/id-for-driving-licence,1
driving licence,/penalty-points-endorsements,1
national insurance number,/find-national-insurance-number,3
national insurance number,/apply-national-insurance-number,2
national insurance number,/guidance/get-your-national-insurance-number-by-post,2
national insurance number,/check-national-insurance-record,1
national insurance number,/government/publications/find-my-national-insurance-number-nino-service,1
national insurance number,/government/collections/national-insurance-detailed-information,1
national insurance number,/national-insurance,1
national insurance number,/government/publications/find-my-national-insurance-number-nino-service/find-my-national-insurance-number-nino-service-screening-equality-impact-assessment,1
national insurance number,/guidance/download-the-hmrc-app,1
national insurance number,/government/organisations/hm-revenue-customs/contact/national-insurance-enquiries-for-employees-and-individuals,1
national insurance number,/browse/tax/national-insurance,1
national insurance number,/guidance/get-a-national-insurance-number-homes-for-ukraine,1
contact hmrc,/contact-hmrc,3
contact hmrc,/get-help-hmrc-extra-support,2
contact hmrc,/government/organisations/hm-revenue-customs/contact/national-insurance-enquiries-for-employees-and-individuals,2
contact hmrc,/government/organisations/hm-revenue-customs/contact,1
contact hmrc,/government/organisations/hm-revenue-customs/contact/income-tax-enquiries-for-individuals-pensioners-and-employees,1
contact hmrc,/tell-hmrc-change-of-details,1
contact hmrc,/government/organisations/hm-revenue-customs/contact/self-assessment,1
contact hmrc,/government/organisations/hm-revenue-customs/contact/employer-enquiries,1
contact hmrc,/government/organisations/hm-revenue-customs/contact/online-services-helpdesk,1
contact hmrc,/government/organisations/hm-revenue-customs/contact/child-benefit,1
contact hmrc,/government/organisations/hm-revenue-customs/contact/tax-credits-enquiries,1
contact hmrc,/government/organisations/hm-revenue-customs/contact/vat-enquiries,1
contact hmrc,/government/organisations/hm-revenue-customs/contact/business-payment-support-service,1
contact hmrc,/self-assessment-tax-returns,1
contact hmrc,/guidance/dedicated-helplines-and-contacts-for-authorised-agents,1
contact hmrc,/guidance/contact-mhra,1
contact hmrc,/guidance/check-if-a-letter-youve-received-from-hmrc-is-genuine,1
tax,/income-tax,2
tax,/vehicle-tax,2
tax,/check-income-tax-current-year,2
tax,/self-assessment-tax-returns,2
tax,/income-tax-rates,2
tax,/browse/tax/income-tax,2
tax,/claim-tax-refund,2
tax,/personal-tax-account,2
tax,/check-vehicle-tax,1
tax,/tax-codes,1
tax,/log-in-register-hmrc-online-services,1
tax,/browse/tax,1
tax,/government/organisations/hm-revenue-customs/contact/income-tax-enquiries-for-individuals-pensioners-and-employees,1
tax,/government/organisations/hm-revenue-customs,1
tax,/pay-self-assessment-tax-bill,1
tax,/estimate-income-tax,1
tax,/vehicle-tax-rate-tables,1
tax,/check-if-you-need-tax-return,1
tax,/log-in-file-self-assessment-tax-return,1
power of attorney,/power-of-attorney,3
power of attorney,/lasting-power-attorney-duties,2
power of attorney,/use-lasting-power-of-attorney,2
power of attorney,/view-lasting-power-of-attorney,2
power of attorney,/government/publications/make-a-lasting-power-of-attorney,2
power of attorney,/government/publications/make-a-lasting-power-of-attorney/lp12-make-and-register-your-lasting-power-of-attorney-a-guide-web-version,1
power of attorney,/enduring-power-attorney-duties,1
power of attorney,/use-or-cancel-an-enduring-power-of-attorney,1
power of attorney,/make-decisions-for-someone,1
power of attorney,/government/publications/register-a-lasting-power-of-attorney,1
power of attorney,/government/publications/power-of-attorney-fees,1
power of attorney,/government/publications/lasting-power-of-attorney-valid-examples,1
power of attorney,/government/collections/lasting-power-of-attorney-forms,1
power of attorney,/government/publications/form-pa11-apply-for-power-of-attorney-will,1
power of attorney,/government/collections/lasting-power-of-attorney-getting-started-as-an-attorney,1
power of attorney,/government/publications/register-an-enduring-power-of-attorney,1
power of attorney,/government/publications/avoiding-errors-when-completing-a-lasting-power-of-attorney-form/avoiding-errors-when-completing-a-lasting-power-of-attorney-form,1
power of attorney,/government/collections/lasting-and-enduring-powers-of-attorney-valid-examples,1
power of attorney,/find-someones-attorney-deputy-or-guardian,1
power of attorney,/guidance/using-the-view-an-lpa-service,1
power of attorney,/guidance/pay-for-your-lasting-power-of-attorney-by-card,1
power of attorney,/government/publications/enduring-power-of-attorney-valid-example,1
immigration status,/view-prove-immigration-status,3
immigration status,/guidance/online-immigration-status-evisa,3
immigration status,/check-immigration-status,2
immigration status,/get-access-evisa,2
immigration status,/update-uk-visas-immigration-account-details,1
immigration status,/guidance/ask-the-home-office-to-check-your-immigration-status-is-correct,1
immigration status,/guidance/using-your-uk-visas-and-immigration-account,1
immigration status,/government/publications/current-account-closed-or-refused-based-on-immigration-status/immigration-status-and-current-accounts,1
immigration status,/prove-right-to-work,1
immigration status,/settled-status-eu-citizens-families,1
immigration status,/biometric-residence-permits,1
immigration status,/government/publications/view-and-prove-your-immigration-status-evisa,1
immigration status,/government/organisations/uk-visas-and-immigration,1
immigration status,/contact-ukvi-inside-outside-uk,1
sorn,/make-a-sorn,3
sorn,/sorn-statutory-off-road-notification,2
sorn,/government/publications/v890-statutory-off-road-notification-sorn,2
sorn,/check-vehicle-tax,1
sorn,/sold-bought-vehicle,1
sorn,/vehicle-tax-refund,1
sorn,/get-vehicle-information-from-dvla,1
sorn,/government/news/dvla-busts-9-myths-around-sorn-statutory-off-road-notification,1
sorn,/contact-the-dvla,1
sorn,/tax-vehicle-without-v11-reminder,1
sorn,/pay-dvla-fine,1
sorn,/government/publications/application-for-vehicle-tax-v10,1
sorn,/vehicle-tax,1
lpa,/power-of-attorney,3
lpa,/use-lasting-power-of-attorney,2
lpa,/view-lasting-power-of-attorney,2
lpa,/guidance/using-the-view-an-lpa-service,2
lpa,/government/publications/make-a-lasting-power-of-attorney,2
lpa,/guidance/using-the-donors-lpa-access-codes-and-view-an-lpa,2
lpa,/government/publications/register-a-lasting-power-of-attorney,1
lpa,/lasting-power-attorney-duties,1
lpa,/government/publications/make-a-lasting-power-of-attorney/lp12-make-and-register-your-lasting-power-of-attorney-a-guide-web-version,1
lpa,/government/publications/lasting-power-of-attorney-valid-examples,1
lpa,/government/collections/lasting-power-of-attorney-getting-started-as-an-attorney,1
lpa,/government/collections/lasting-power-of-attorney-forms,1
lpa,/government/publications/avoiding-errors-when-completing-a-lasting-power-of-attorney-form,1
lpa,/guidance/pay-for-your-lasting-power-of-attorney-by-card,1
lpa,/government/publications/power-of-attorney-fees,1
lpa,/government/publications/who-needs-a-lasting-power-of-attorney/lp9-what-happens-when-i-can-no-longer-make-decisions-for-myself-web-version,1
lpa,/government/publications/avoiding-errors-when-completing-a-lasting-power-of-attorney-form/avoiding-errors-when-completing-a-lasting-power-of-attorney-form,1
lpa,/use-or-cancel-an-enduring-power-of-attorney,1
probate,/applying-for-probate,3
probate,/search-will-probate,3
probate,/probate-estate,1
probate,/government/publications/form-pa1p-apply-for-probate-the-deceased-had-a-will,1
probate,/government/publications/find-a-will-or-probate-document-form-pa1s,1
probate,/government/collections/probate-forms,1
probate,/government/publications/hmcts-reform-family-fact-sheets/fact-sheet-probate-online,1
probate,/government/organisations/hm-revenue-customs/contact/probate-general-enquiries,1
probate,/government/publications/myhmcts-how-to-apply-for-probate-online,1
probate,/valuing-estate-of-someone-who-died,1
probate,/government/publications/apply-for-probate-by-post-if-there-is-not-a-will,1
probate,/stop-probate-application,1
probate,/update-property-records-someone-dies,1
probate,/paying-inheritance-tax,1
probate,/government/publications/myhmcts-how-to-apply-for-probate-online/apply-for-probate-with-myhmcts,1
probate,/when-someone-dies,1
probate,/courts-tribunals/the-property-trusts-and-probate-list,1
probate,/government/publications/form-pa15-give-up-probate-executor-rights,1
paye,/paye-online,3
paye,/pay-paye-tax,3
paye,/paye-for-employers,2
paye,/government/collections/paye-detailed-information,2
paye,/government/publications/pay-as-you-earn-paye-service-availability-and-issues/fc6b4bcb-8a36-4530-9463-c1d490d16857,2
paye,/log-in-register-hmrc-online-services,2
paye,/government/collections/how-to-manually-check-your-payroll-calculations,1
paye,/pay-paye-penalty,1
paye,/government/publications/pay-as-you-earn-paye-service-availability-and-issues,1
paye,/estimate-income-tax,1
paye,/running-payroll,1
paye,/government/collections/paye-forms,1
paye,/pay-psa,1
paye,/paye-settlement-agreements,1
paye,/basic-paye-tools,1
provisional,/apply-first-provisional-driving-licence,3
provisional,/track-your-driving-licence-application,2
provisional,/apply-online-to-replace-a-driving-licence,2
provisional,/government/publications/provisional-statement-application-form,1
provisional,/renew-driving-licence,1
provisional,/change-address-driving-licence,1
provisional,/reapply-licence-revoked,1
provisional,/government/publications/provisional-statement-application,1
provisional,/id-for-driving-licence,1
provisional,/driving-lessons-learning-to-drive,1
hmrc,/log-in-register-hmrc-online-services,3
hmrc,/government/organisations/hm-revenue-customs,2
hmrc,/tell-hmrc-change-of-details,2
hmrc,/contact-hmrc,2
hmrc,/government/collections/paying-hmrc-detailed-information,2
hmrc,/self-assessment-tax-returns,2
hmrc,/pay-self-assessment-tax-bill,1
hmrc,/tax-help,1
hmrc,/guidance/download-the-hmrc-app,1
hmrc,/get-help-hmrc-extra-support,1
hmrc,/personal-tax-account,1
hmrc,/guidance/check-when-you-can-expect-a-reply-from-hmrc,1
hmrc,/pay-corporation-tax,1
hmrc,/tell-hmrc-change-address,1
hmrc,/government/organisations/hm-revenue-customs/contact/online-services-helpdesk,1
hmrc,/pay-paye-tax,1
hmrc,/government/collections/hmrc-manuals,1
